"","Longitude","Latitude","radiation","nightlight_450","nightlight_4950","nightlight_3150","nightlight_900","elevation","industry_1000","industry_100","industry_25","industry_3000","industry_300","industry_5000","industry_500","industry_50","population_1000","population_3000","population_5000","road_class_1_1000","road_class_1_100","road_class_1_25","road_class_1_3000","road_class_1_300","road_class_1_5000","road_class_1_500","road_class_1_50","road_class_2_1000","road_class_2_100","road_class_2_25","road_class_2_3000","road_class_2_300","road_class_2_5000","road_class_2_500","road_class_2_50","road_class_3_1000","road_class_3_100","road_class_3_25","road_class_3_3000","road_class_3_300","road_class_3_5000","road_class_3_500","road_class_3_50","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_1","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","trop_mean_filt","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_1","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","Countrycode","AirQualityStation","Altitude","MeasurementType","AirQualityStationType","AirQualityStationArea","EquivalenceDemonstrated","MeasurementEquipment","InletHeight","BuildingDistance","KerbDistance","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"57",5.57349157,52.91691589,2.885263,0.006087,0.227043,0.343637,0.034235,0.083533,0,0,0,110670,0,125970,0,0,17.729673,3528.32373,5292.86084,0,0,0,1186.185425,0,6340.901367,0,0,1812.120239,0,0,6036.491699,0,8592.229492,399.373596,0,0,0,0,15973.47168,0,31954.970703,0,0,13.637676,8.35041,5.175065,2.215662,4.197563,7.807972,8.569675,13.960112,17.207623,17.629665,17.607477,14.499416,357.946655,7.77591,6.305754,7.094251,5.472537,6.990092,5.750248,5.886435,5.006946,5.772066,5.066587,4.864278,5.17194,"NL","STA-NL00918",1,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,-999,-999,10.6971774193548,9.89480158730158,9.39796078431372,9.15192156862745,9.07988235294117,9.88670588235294,10.8022352941176,11.3914117647059,11.1452549019608,10.912874015748,10.5325396825397,10.1289763779528,9.08027777777778,8.63330677290837,8.59325396825397,8.66731225296443,9.65665354330708,10.3533333333333,11.1548235294118,11.5294509803922,11.8716862745098,12.2960236220472,12.1316141732283,11.6231102362205
"58",5.593378,52.423211,2.86751,0,0.140715,0.082444,0.004953,-2.288129,0,0,0,0,0,0,0,0,148.189514,1362.798584,3690.084961,1496.935547,0,0,16909.832031,0,31915.486328,0,0,0,0,0,0,0,0,0,0,0,0,0,7558.783203,0,29412.359375,0,0,13.46531,7.4847,4.700627,1.45942,4.639046,8.039403,8.504839,14.661911,18.029219,17.944147,17.645195,14.145163,456.251953,5.152012,4.034492,4.710863,3.652645,4.764188,4.130362,3.889183,3.565667,4.098847,3.472309,3.251008,3.57708,"NL","STA-NL00617",1,"automatic","background","rural-regional","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,-999,-999,13.8466949152542,13.3036758893281,12.9939147286822,12.8653100775194,12.9699612403101,14.609496124031,16.6837984496124,17.3598449612403,16.9295719844358,15.174513618677,13.8863953488372,12.9587209302326,11.844140625,11.5220392156863,11.5526666666667,12.3820784313726,13.5232684824903,14.7186821705426,15.775503875969,16.3028682170543,16.6847286821705,16.7236821705426,15.8906201550388,15.3305813953488
"59",5.708619,52.1125,2.810282,2.550621,0.787651,0.568047,1.999478,19.187271,45645,0,0,51765,0,139740,0,0,1502.014648,5184.955566,14989.836914,0,0,0,0,0,0,0,0,0,0,0,2524.286621,0,17958.240234,0,0,6698.370117,21.065201,0,18340.900391,600.341064,47160.957031,3048.93457,0,13.181109,6.837687,4.313868,0.708484,4.717651,8.002385,8.264535,14.808172,18.369223,18.104603,17.691036,13.878709,460.819305,4.238411,3.346581,3.9978,3.039469,3.973661,3.580124,3.127454,3.038859,3.483814,2.943677,2.727873,3.074393,"NL","STA-NL00738",18,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,-999,-999,14.9674206349206,14.2626877470356,14.5495348837209,14.2430620155039,14.7526356589147,16.1648449612403,17.8786434108527,19.8737209302326,19.5879069767442,18.2366666666667,16.638488372093,14.8043968871595,13.7556031128405,13.0235521235521,13.0749806949807,14.1906563706564,15.677027027027,17.6938461538462,19.0703461538462,19.8145,19.7806538461538,19.5702307692308,18.6274615384615,17.5056923076923
"60",5.853614,51.541111,2.875787,1.877136,0.46017,0.671254,1.665023,29.55526,0,0,0,6375,0,6375,0,0,446.384308,2732.167725,5470.791504,0,0,0,0,0,0,0,0,2559.071289,0,0,8072.863281,572.360291,12584.393555,1388.469482,0,379.341309,0,0,7551.720703,0,26643.136719,0,0,13.518122,6.951046,4.589555,0.962787,5.504688,8.730061,8.594211,15.451522,19.253229,18.752703,18.37175,14.346964,542.056396,3.822623,3.097557,3.802221,2.825506,3.627084,3.426921,2.794877,2.733366,3.240678,2.751035,2.440082,2.889998,"NL","STA-NL00131",28,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,-999,-999,22.5887124463519,21.6115447154472,20.6059514170041,19.8118218623482,20.0315384615385,20.692995951417,22.4491093117409,23.4353441295547,22.53004048583,20.0767886178862,17.7961224489796,15.86329218107,14.4478600823045,13.5269262295082,13.8988524590164,14.7526720647773,16.34604,18.39548,20.1452589641434,22.0317928286853,23.6330677290837,24.3609163346613,24.477609561753,24.0413944223108
"61",5.858061,51.838889,2.86043,39.34589,10.446077,15.049955,34.092236,35.437748,0,0,0,735675,0,1686060,0,0,11547.980469,66054.960938,118073.96875,0,0,0,0,0,862.59906,0,0,3723.980957,0,0,33225.78125,944.299866,57083.617188,2098.717773,0,48067.484375,552.536072,0,246128.09375,5378.666992,466586.125,12763.964844,49.812843,13.385171,7.047056,4.48294,0.696693,5.046336,8.366309,8.558374,15.055827,18.667559,18.453711,18.101946,14.202358,534.44751,4.062963,3.241,3.901013,2.942578,3.824504,3.474775,2.995589,2.866949,3.343829,2.847043,2.57601,2.968547,"NL","STA-NL00742",30,"automatic","background","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",4,-999,-999,22.2147244094488,20.9031640625,19.6780155642023,19.4308560311284,19.5971206225681,22.22,26.6870038910506,30.1681322957198,28.895546875,26.5661960784314,24.3321568627451,21.5489453125,20.1684251968504,19.62875,20.2364960629921,21.1776953125,23.7173929961089,25.7538521400778,27.575444015444,29.6911969111969,31.2098455598456,30.3030115830116,28.3652509652509,25.9587258687259
"62",5.858061,51.848889,2.862329,37.318588,10.326776,14.635687,32.443108,17.279985,26520,0,0,698190,0,1937745,0,0,8945.796875,61046.726562,113519.59375,0,0,0,0,0,3913.75415,0,0,2380.163086,0,0,27584.693359,0,54919.550781,0,0,31650.707031,371.336456,66.430496,223846.8125,3589.074463,431280.28125,9040.597656,93.203278,13.376354,7.042905,4.475932,0.681086,5.027,8.345879,8.54881,15.040867,18.647924,18.440655,18.086679,14.190943,534.44751,4.071396,3.246195,3.904693,2.946285,3.830769,3.477108,3.002056,2.872894,3.348487,2.850373,2.581025,2.971696,"NL","STA-NL00741",30,"automatic","traffic","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,6,1,26.4571794871795,24.2114644351464,22.5750787401575,21.9875196850394,23.1905905511811,29.0355511811024,37.6785433070866,42.1099212598425,40.5290513833992,38.1967588932806,35.5577075098814,32.9727843137255,33.0127952755906,33.6621568627451,35.1757480314961,35.6930620155039,37.3997674418605,38.3778294573643,38.8232432432432,40.6628957528958,41.6668725868726,40.302084942085,37.6391891891892,33.4943243243243
"63",5.882236,50.903056,2.962472,3.04172,4.408761,3.531906,3.026307,89.901382,0,0,0,42585,0,732870,0,0,1149.362793,11195.65625,46355.03125,0,0,0,23247.910156,0,61438.832031,0,0,0,0,0,0,0,3971.729492,0,0,9176.598633,162.930679,0,67371.976562,2445.308105,222133.09375,5517.651367,26.769812,13.148648,6.483363,4.217628,-0.166556,5.553114,8.798487,8.137206,15.156188,18.995398,18.744261,18.224545,14.037875,601.004456,3.924276,3.223777,4.069676,2.950606,3.63132,3.657378,2.627879,2.601411,3.204885,2.940122,2.49032,3.021074,"NL","STA-NL00133",96,"automatic","background","suburban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",4,-999,-999,14.6211538461538,13.665162601626,12.6351181102362,11.9382283464567,12.1098031496063,13.4013385826772,16.8456692913386,18.9925984251968,19.0053571428572,17.481185770751,15.51,13.8381176470588,12.375652173913,11.9681124497992,12.20176,13.3191338582677,14.636328125,16.20546875,17.1722178988327,17.4343579766537,17.9452918287938,17.6778988326848,16.8243968871595,16.2032684824903
"64",5.971114,50.888056,2.950367,35.18055,8.786116,11.423143,27.678261,108.354134,5610,0,0,386580,0,2156280,0,0,6743.858887,39561.695312,93685.695312,5940.37207,0,0,35240.449219,47.761513,63074.515625,2328.811768,0,716.226318,0,0,20442.03125,0,27423.125,0,0,32884.695312,536.083313,114.584747,161746.453125,4811.183105,374976.71875,10896.618164,172.234039,13.12496,6.468241,4.181907,-0.27746,5.493981,8.747482,8.10542,15.109265,18.972116,18.742201,18.220514,14.011225,584.337891,3.948287,3.247872,4.094591,2.963338,3.647729,3.667121,2.649323,2.587481,3.205028,2.944649,2.497994,3.024914,"NL","STA-NL00136",100,"automatic","traffic","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,1,5,20.9199408284024,18.1449206349206,17.2849159663866,17.5217226890756,21.5066386554622,27.1155882352941,35.7949159663866,39.5606722689075,36.9087190082645,32.4436625514403,28.97144,26.7895161290323,26.29452,27.3323228346457,27.9749416342413,30.6740392156863,32.6357874015748,32.8720078740158,32.642862745098,32.8378125,33.6733720930233,32.5116666666667,30.0305836575876,26.9351361867704
"65",5.986853,50.900317,2.947938,9.061819,9.315423,11.310719,9.970641,98.681236,0,0,0,416160,0,1923465,0,0,4367.78418,42259.210938,107673.492188,0,0,0,10384.922852,0,72221.46875,0,0,5634.279297,0,0,16740.136719,0,29304.087891,0,0,24078.570312,199.573334,28.404245,191633.328125,2844.081787,426063,7835.229492,71.96463,13.120667,6.465508,4.175598,-0.297828,5.483125,8.737811,8.099638,15.100677,18.968184,18.742004,18.219658,14.006255,594.487915,3.952547,3.252191,4.099056,2.965571,3.650573,3.66882,2.653249,2.585036,3.205043,2.945435,2.499317,3.025542,"NL","STA-NL00138",98,"automatic","background","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",3,-999,-999,17.955140562249,16.1497647058823,15.1986274509804,14.5805490196078,15.0650588235294,16.7503529411765,19.5098031496063,22.3741897233201,21.885625,19.0619455252918,16.7073828125,14.4430588235294,12.9851361867704,12.600859375,12.974094488189,14.132373540856,16.0937209302326,18.0935907335907,19.9447876447877,21.6833590733591,23.0270656370656,23.5148262548263,22.7088416988417,21.3311196911197
"66",6.018069,52.655,2.833484,0.040477,0.990782,0.337027,0.089076,2.338261,5355,0,0,5355,0,768570,0,0,219.061432,1596.721313,12072.589844,0,0,0,0,0,0,0,0,1896.111572,0,0,7526.194336,0,21050.84375,79.929321,0,1644.728149,0,0,11655.485352,138.529205,60177.0625,593.475098,0,13.263374,7.302919,4.469666,1.168565,4.354909,7.789983,8.30696,14.41097,17.656015,17.72578,17.443439,13.939535,377.819183,4.882584,3.866147,4.445088,3.384628,4.524754,3.845084,3.677722,3.300409,3.768312,3.197111,3.071948,3.345279,"NL","STA-NL00818",1,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,-999,-999,11.3080672268908,10.8063821138211,10.6234645669291,10.2306692913386,10.4100787401575,11.6265354330709,12.9720866141732,13.9274409448819,13.7187843137255,12.8264980544747,11.8313725490196,10.944375,10.2837109375,9.7175486381323,10.0385271317829,10.707528957529,11.9584615384615,12.9898461538462,13.6711538461538,14.2828076923077,14.2256538461538,13.8087692307692,13.3101538461538,13.0566538461538
"67",6.043064,51.120278,2.943841,2.261573,1.200389,0.984734,1.868976,34.052246,0,0,0,81090,0,136680,0,0,1447.746216,6046.570312,20200.332031,0,0,0,0,0,0,0,0,4194.680664,0,0,12385.212891,0,20057.013672,2104.896973,0,6827.640625,504.84845,55.042908,27973.773438,1580.131592,149045.671875,2894.734619,193.736343,13.590312,6.940109,4.619605,0.487699,5.75696,9.092197,8.655158,15.575103,19.476707,19.19265,18.693638,14.520478,635.788818,3.75897,3.093386,3.855896,2.805379,3.496335,3.459361,2.644658,2.541499,3.110169,2.790148,2.40103,2.874886,"NL","STA-NL00107",32,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/thermo49i",4,-999,-999,18.6559360730594,17.8823694779117,16.6203968253968,16.2947619047619,16.4644444444444,17.7018253968254,18.8347619047619,19.8579365079365,19.706837944664,18.6232411067194,16.7501992031873,15.0326693227092,14.0004382470119,13.6451587301587,13.7383464566929,14.9462890625,17.1147265625,19.0912890625,20.5390272373541,21.3367315175097,22.4226848249027,22.3005813953488,21.9518604651163,20.8455426356589
"68",6.093826,50.754729,2.929159,12.800405,9.794758,10.638247,12.389462,198.725342,0,0,0,60180,0,722160,0,0,8607.976562,51724.648438,126701.085938,0,0,0,0,0,40527.828125,0,0,5013.21582,0,0,35054.066406,348.327576,64432.683594,1105.348755,0,26431.800781,169.348541,8.157563,148571.828125,2135.01416,296001.21875,8516.708984,33.186268,12.563863,5.959433,3.602243,-1.039905,5.017606,8.268209,7.535799,14.514089,18.329803,18.205782,17.735777,13.447386,666.038757,4.165611,3.44675,4.350453,3.155234,3.847318,3.873136,2.774255,2.666998,3.315024,3.094313,2.619201,3.178018,"DE","STA.DE_DENW094",200,"automatic","background","urban","ref","",3.5,-999,-999,11.3951807228916,10.06832,9.24200803212852,8.80315999999999,9.97035856573705,12.7499212598425,16.4720634920635,18.4437450199203,17.7629718875502,15.2561632653061,12.8674897119342,11.4397959183673,10.6565853658537,10.3629032258065,10.8275100401606,12.17748,13.9702777777778,16.4494422310757,18.08656,18.4734661354582,18.1522489959839,17.50552,15.47788,13.543557312253
"69",6.09576,50.773126,2.943412,29.080368,11.240288,18.016546,29.101524,169.953522,0,0,0,477615,0,906780,0,0,12398.351562,83785.125,142992.625,0,0,0,8068.630859,0,53877.128906,0,0,7249.064453,201.171066,25.146179,45141.449219,965.848755,64157.488281,2190.890137,87.383987,33018.257812,301.648376,3.719561,192473.875,3329.947266,342247.9375,9704.445312,73.624916,12.703872,6.088588,3.732576,-0.895413,5.128698,8.37976,7.674003,14.643932,18.480017,18.342119,17.866398,13.59144,666.751709,4.14391,3.427311,4.322024,3.124294,3.819645,3.845258,2.761074,2.648477,3.296695,3.07119,2.602134,3.155926,"DE","STA.DE_DENW207",168,"active","traffic","urban","ref","",3.2,4,2,26.0030923694779,22.6160240963856,20.6278225806452,21.8834523809524,29.8063385826772,43.2537549407114,57.8215537848606,67.6024,66.5238095238095,60.26292,58.2921632653061,57.2084146341463,56.5641224489796,57.4760905349794,60.5148387096774,64.5994841269841,67.61624,68.6413709677419,63.7736437246964,56.6583132530121,50.0540243902439,45.2361111111111,39.3028063241107,33.045873015873
"70",6.195834,51.326934,2.911958,7.901123,4.287932,3.838902,7.500178,49.132618,39780,0,0,311610,0,703800,1530,0,3669.813477,15838.089844,40807.984375,6080.800293,0,0,19389,0,41249.8125,0,0,0,0,0,4733.6875,0,9304.623047,0,0,19055.511719,324.967957,56.23571,71044.078125,1778.427612,269403.28125,4014.908203,108.520836,13.461553,6.891611,4.552882,0.734476,5.568186,8.882739,8.574772,15.490026,19.323399,18.989805,18.518513,14.391569,677.953186,3.612018,2.961574,3.640514,2.7081,3.401996,3.315187,2.657003,2.589781,3.058231,2.671132,2.350942,2.772049,"DE","STA.DE_DENW066",47,"automatic","background","rural-nearcity","ref","",3.5,-999,-999,19.2375793650794,18.2663095238095,17.6237795275591,18.3086220472441,20.6201984126984,22.119604743083,24.1986111111111,25.101762295082,23.5393032786885,21.905,19.9969512195122,18.2964227642277,17.4454285714286,16.8865843621399,17.2710931174089,19.1426016260163,21.3089473684211,24.1649800796813,26.16984,27.6960557768924,27.98092,26.9962151394422,24.3419123505976,21.8767857142857
"71",6.277508,53.331667,2.808721,0,0.240877,0.323627,0.015354,1.678427,21165,0,0,116790,0,130560,0,0,127.34211,1461.054932,3644.336914,0,0,0,0,0,0,0,0,1383.876831,0,0,6439.418945,0,17049.259766,0,0,691.228394,0,0,9194.05957,0,40147.800781,0,0,13.316465,7.877395,5.016695,1.935688,4.107092,7.356489,7.99865,13.451424,16.487421,17.168154,17.156296,14.099616,302.07193,6.5812,5.287591,5.960303,4.783916,5.935503,4.851168,4.923778,4.278379,4.648665,4.146777,4.193446,4.306225,"NL","STA-NL00934",1,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/undetermined",4,-999,-999,9.09618644067797,8.51510373443984,8.04351239669421,7.91760330578513,8.16673553719009,8.62603305785124,9.22867768595041,9.88847107438017,9.86871369294606,9.59050000000001,8.98861344537815,8.27230125523013,7.90778242677824,7.7944214876033,7.74614754098361,7.92811475409836,8.29418032786885,9.09553278688526,9.72569672131147,10.0235102040816,10.0031428571429,9.84497959183673,9.76987755102041,9.64734693877551
"72",6.281008,50.653234,2.888797,0,0.242578,0.243541,0.006108,573.13147,0,0,0,70890,0,83130,0,0,66.998436,1702.401245,5151.855957,0,0,0,0,0,0,0,0,1912.182739,0,0,9284.949219,0,20134.496094,766.690796,0,0,0,0,16405.080078,0,69782.90625,0,0,11.462185,4.970513,2.515878,-2.227429,3.954693,7.287592,6.464234,13.426575,17.153105,17.193199,16.748604,12.307064,455.940643,4.227269,3.518011,4.463462,3.322233,3.950646,3.94116,2.857335,2.701721,3.340428,3.163279,2.667209,3.216877,"DE","STA.DE_DENW064",580,"passive","background","rural-regional","yes","",3.6,-999,-999,6.52039215686275,6.33472440944882,5.96438735177865,5.42789682539683,5.1698023715415,5.41841897233202,5.18890196078431,5.26,5.20306772908366,4.86584362139918,4.74037037037037,4.46115226337449,4.31561983471074,4.43004,4.74265060240964,5.3087044534413,6.06578313253012,7.12214285714286,7.48650793650794,8.16051792828685,8.41772908366534,8.01373015873016,7.53679841897233,7.18460629921259
"73",6.378081,50.266547,2.91056,0,0.099723,0.055511,0,686.777649,0,0,0,2550,0,11220,0,0,33.352402,255.628967,1620.957764,0,0,0,0,0,0,0,0,0,0,0,0,0,8840.392578,0,0,2640.316406,0,0,12623.494141,502.550629,63096.636719,951.070068,0,10.278228,4.155659,1.493063,-3.544516,2.927531,6.480405,6.176183,13.167655,16.903158,17.132151,16.408264,11.56449,287.331879,3.798434,3.29435,4.190382,3.453331,3.699131,3.743772,2.897956,2.744721,3.261087,3.161326,2.600596,2.981445,"DE","STA.DE_DERP015",680,"automatic","background","rural","ref","",3.5,-999,-999,6.11678294573643,5.61813953488372,5.13031007751938,4.96178294573643,4.84468992248062,5.0992607003891,5.10035019455253,5.2735546875,5.21813229571984,4.89821428571429,4.7131983805668,4.49621951219512,4.35592,4.36729411764706,4.52182170542636,4.97662790697675,5.67178294573643,6.37240310077519,6.79143410852713,7.14189922480621,7.33693798449613,7.17728682170542,6.88251937984496,6.56426356589147
"74",6.403614,52.389167,2.801031,0.019065,0.569732,0.338171,0.060954,9.790991,0,0,0,0,0,71145,0,0,41.985432,2301.903809,12010.771484,0,0,0,0,0,0,0,0,0,0,0,4253.169922,0,19724.167969,0,0,1992.181274,0,0,24047.148438,537.991211,91275.609375,974.056519,0,12.999158,6.73562,4.13152,0.306393,4.328787,7.783046,8.079056,14.657333,18.170429,17.929939,17.520721,13.749231,401.089111,4.301132,3.442501,3.987556,3.031043,4.029137,3.499803,3.220358,3.010404,3.452869,2.884782,2.73064,3.016469,"NL","STA-NL00807",7,"automatic","background","rural","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,-999,-999,13.422192513369,12.6257868020305,12.000347826087,11.6978695652174,11.7336086956522,12.4940869565217,13.6720869565217,14.7602608695652,14.8388284518828,13.6237295081967,12.6117813765182,11.5776016260163,10.7049795918367,10.374,10.3867338709677,10.8672908366534,12.0452380952381,13.5277470355731,14.3518181818182,15.1566798418972,15.248023715415,14.9338735177865,14.5959683794466,14.2355731225296
"75",6.439945,51.169434,2.930997,16.953529,8.127012,9.544643,14.622326,66.302834,56355,0,0,969000,0,2261850,4335,0,8891.762695,61596.214844,136383.375,0,0,0,9287.425781,0,28604.125,0,0,7208.650391,0,0,29266.603516,0,60337.101562,1052.012451,0,34362.96875,263.389526,71.398682,219839.34375,3675.292969,485149.90625,10344.123047,102.523422,13.257937,6.786259,4.453339,0.195499,5.480879,8.810159,8.325496,15.278182,19.208921,19.074604,18.505901,14.291808,807.035034,3.781286,3.107797,3.848653,2.88637,3.587236,3.501342,2.771724,2.582503,3.120614,2.812356,2.462245,2.898899,"DE","STA.DE_DENW259",65,"automatic","traffic","urban","ref","",2.4,3,2,25.6359523809524,22.5111904761905,20.9161111111111,21.7669047619048,25.8201593625498,31.4147843137255,37.8418897637795,39.97288,37.8851612903226,35.1490983606557,33.2819678714859,31.2512244897959,30.7093333333333,31.0708571428572,33.2549397590362,36.3938152610442,39.1498809523809,40.253162055336,39.8926587301587,39.2496825396826,37.95588,35.8729317269077,33.9125498007968,30.88376
"76",6.451483,51.033834,2.992225,1.432619,0.828937,1.064665,1.103173,112.987137,0,0,0,6630,0,9945,0,0,786.653503,3515.59668,9821.671875,5251.836914,0,0,26138.869141,0,44520.84375,0,0,0,0,0,0,0,0,0,0,8357.265625,294.611755,75.018585,21127.023438,2682.112793,69477.90625,5235.749023,142.432968,13.270407,6.80086,4.470829,0.071284,5.49456,8.823903,8.299291,15.249836,19.216022,19.126059,18.538015,14.29923,886.703674,3.834855,3.161419,3.92828,2.937323,3.644888,3.554037,2.805797,2.577072,3.139619,2.859123,2.493443,2.932875,"DE","STA.DE_DENW329",112,"automatic","industrial","rural","ref","",3.5,-999,-999,19.2738431372549,18.1962745098039,17.0883399209486,16.8720553359684,19.2316862745098,23.0064031620553,24.9139130434783,23.8592519685039,22.5761264822134,19.9001646090535,17.6461570247934,16.0702857142857,14.7437448559671,14.4275619834711,14.9347154471545,16.44636,18.9179838709677,21.3313821138211,22.3542,23.4860714285715,24.5859760956175,24.0869047619048,23.0521960784314,22.4683464566929
"77",6.45889,51.16996,2.931964,9.175556,7.351809,7.866837,9.162314,56.120209,210885,2040,510,840225,24225,2380425,68595,1020,7625.741699,55185.738281,129918.265625,0,0,0,0,0,19338.742188,0,0,2183.832031,0,0,23778.59375,0,60049.96875,0,0,25673.208984,303.574829,25.001524,212986.421875,3148.77124,470380.96875,9269.710938,90.973122,13.254884,6.78977,4.455602,0.204273,5.48043,8.81033,8.32705,15.283029,19.213404,19.084129,18.512331,14.29643,821.167786,3.781808,3.106738,3.846875,2.889847,3.591007,3.502719,2.775224,2.584708,3.120636,2.81301,2.463938,2.900186,"DE","STA.DE_DENW100",55,"automatic","traffic","urban","ref","",3.5,2,8,22.0892712550607,19.95408,18.6996031746032,18.3554183266932,19.971626984127,23.4505511811024,27.2413095238095,29.4329083665339,28.4586852589641,26.3486234817814,24.6814754098361,22.26377593361,21.0216532258065,20.5437450199203,21.477044534413,22.9437903225806,24.5512749003984,26.36404,27.0819758064516,27.8899601593626,28.4928458498024,28.4503614457831,27.7289112903226,25.707233201581
"78",6.469463,51.097638,2.963471,2.328761,3.114365,3.861073,2.504848,88.782387,0,0,0,394230,0,957015,0,0,2058.849121,9310.050781,30802.335938,12456.592773,0,0,34055.070312,0,63584.296875,1352.991943,0,0,0,0,1821.198364,0,4477.055664,0,0,11988.841797,262.62912,27.92028,64955.496094,1268.020996,153455.21875,3357.367188,108.313683,13.232913,6.77782,4.450221,0.108802,5.466252,8.794008,8.288757,15.248079,19.193155,19.090061,18.505644,14.275948,870.068848,3.801747,3.12593,3.877371,2.910602,3.61455,3.523253,2.78982,2.57897,3.12618,2.830426,2.47461,2.912286,"DE","STA.DE_DENW337",83,"automatic","industrial","rural-nearcity","ref","",3.3,-999,-999,18.5042292490119,17.3069322709164,16.04724,16.3757936507937,18.1082608695652,22.0732936507936,25.1658333333333,25.7610714285714,23.7484081632653,20.7846913580247,17.5091358024691,15.8133606557377,14.7859917355372,14.3902092050209,15.1404132231405,16.3759836065574,18.7079079497908,21.0706995884774,22.5124696356275,23.4034146341463,24.301306122449,23.2076892430279,22.8874103585657,21.1329032258065
"79",6.552037,49.416884,3.120219,0.702881,0.392013,0.42478,0.621349,337.714569,0,0,0,5865,0,5865,0,0,257.482025,1699.682617,4684.350586,0,0,0,0,0,12139.75293,0,0,0,0,0,0,0,0,0,0,5802.518555,60.858887,0,30888.160156,592.998169,82267.65625,1856.097656,0,11.441849,5.384189,3.117351,-1.60428,4.458765,7.934414,8.177462,15.01402,19.383171,19.340546,18.681789,13.10846,359.275757,2.890748,2.745282,3.475189,2.792236,3.201005,3.338228,2.408528,2.395039,2.842892,2.727286,2.260473,2.533777,"DE","STA.DE_DESL019",339,"passive","background","rural-regional","yes","",3.4,-999,-999,9.55492307692308,9.47165384615385,9.3216923076923,9.19753846153846,9.47488461538461,9.88123076923077,10.3448846153846,10.4805791505791,10.2343243243243,10.0327027027027,9.32938223938224,8.67660231660231,7.9049806949807,7.48332046332047,7.37440154440155,7.52965384615384,8.01346153846153,8.93876923076923,9.98180769230769,10.7213461538462,10.7716923076923,10.8729615384615,10.5598076923077,10.2543461538461
"80",6.5789,53.218056,2.750883,35.267494,11.386733,19.953575,34.500824,4.651087,69870,0,0,1201305,0,1529235,510,0,12394.3125,87556.4375,137042.65625,1829.124023,0,0,57624.429688,0,99844.289062,0,0,0,0,0,2785.791992,0,11702.774414,0,0,52959.640625,1088.154419,144.640488,301877.5,6660.690918,502001.46875,15965.527344,305.952698,13.050946,7.252766,4.409501,1.203851,4.047711,7.436889,8.008326,13.867744,16.813074,17.289312,17.112595,13.786443,314.269867,5.251229,4.126582,4.726176,3.680257,4.820001,4.019047,4.037537,3.565593,3.827888,3.357485,3.37127,3.495222,"NL","STA-NL00937",2,"automatic","traffic","urban","ref","http://dd.eionet.europa.eu/vocabulary/aq/measurementequipment/andersenFH62IR",3,6,2,16.8225365853659,14.7044186046512,13.9952173913043,13.3747430830039,14.8659288537549,22.1883003952569,31.2194071146245,36.3981027667985,35.3904347826087,31.8776190476191,30.2601195219123,28.0626190476191,27.4016862745098,28.095137254902,30.2660392156863,30.402431372549,30.7262403100775,31.6146511627907,30.7205813953488,30.5317829457364,29.9295736434108,29.074496124031,26.6387209302326,22.948992248062
